entry_sk	member_sk	company_or_school	pos_or_edu_rank	title_or_degree	seniority_or_degree_rank	function_or_field	begin_month	end_month	is_job	is_edu
167086880	2804614	70143	7	5403	7	25	1/1/2002	12/1/2008	1	0
634329012	40853457	146332	4	1575	4	15	1/1/2012	9/1/2012	1	0
137512253	20347596	-9	5	6071	3	23	11/1/2003	4/1/2004	1	0
1042979435	3387990	145411	1	8121	5	20	8/1/2013	9/29/2014	1	0
647794282	39466744	145411	1	39	4	8	2/1/2012	9/29/2014	1	0
805926849	65464811	62467	3	18783	5	10	4/1/2012	1/1/2014	1	0
729475646	25055787	145411	1	5759	4	25	6/1/2012	9/29/2014	1	0
257471422	63755160	38585	6	74	3	24	5/1/2009	7/1/2009	1	0
490272804	157562638	839447	5	14	5	25	9/1/2010	6/1/2011	1	0
348848829	100189899	70475	5	13231	4	26	11/1/2007	3/1/2009	1	0
1198890713	23622046	158165	4	643	2	24	1/1/2010	4/1/2010	1	0
365215178	98469984	5748	2	8777	4	12	2/1/2011	6/1/2012	1	0
182004616	43454134	375224	4	252	4	24	4/1/2008	7/1/2008	1	0
1172724254	401201	145411	1	22848	4	8	2/1/2014	9/29/2014	1	0
1264725628	111942393	145411	1	16424	4	25	5/1/2014	9/29/2014	1	0
168045787	20922926	78400	2	16457	4	13	1/1/2009	6/1/2011	1	0
237353245	17758420	83331	4	4	4	20	10/1/2009	7/1/2011	1	0
505155762	17865345	-9	9	12131	4	12	6/1/1998	11/1/1998	1	0
857045807	125089410	142487	2	7233	3	18	5/1/2012	8/1/2014	1	0
121756613	4171776	83331	4	3	4	6	6/1/2005	8/1/2006	1	0
924081254	240960853	28379	4	18634	3	21	12/1/2012	6/1/2013	1	0
1036097304	38646313	145411	1	3532	4	25	8/1/2013	9/29/2014	1	0
441228126	119452834	158894	4	2200	3	26	7/1/2005	2/1/2008	1	0
736131628	22840958	137842	2	20	4	25	6/1/2012	5/1/2013	1	0
921048414	6278830	145411	1	8335	6	25	3/1/2013	9/29/2014	1	0
380753178	1420795	145411	3	16202	6	25	4/1/2011	12/1/2011	1	0
108274874	5616967	67267	7	80	3	10	1/1/2004	12/1/2006	1	0
309537695	89872449	144601	4	21719	3	15	2/1/2010	9/1/2010	1	0
1001856413	3283401	145411	1	5459	4	13	4/1/2013	9/29/2014	1	0
1048184772	5302058	145411	1	5570	5	25	8/1/2013	9/29/2014	1	0
203181474	9748419	154424	5	3581	4	13	4/1/2009	8/1/2009	1	0
115910523	3569109	66154	3	186	4	13	1/1/2008	2/1/2009	1	0
738285677	6356009	81281	2	153	8	13	1/1/2011	4/1/2013	1	0
320643618	49844663	65563	5	1046	4	24	2/1/2005	5/1/2007	1	0
130530995	12197622	81597	4	1275	3	8	1/1/2007	12/1/2008	1	0
1221426080	9570246	75702	11	11897	3	16	2/1/1996	2/1/1997	1	0
643298337	79817726	152834	2	11105	4	25	11/1/2011	5/1/2013	1	0
115058769	3460260	75437	6	21898	3	15	1/1/2002	12/1/2002	1	0
451399699	452671	-9	4	18	9	-9	10/1/2011	6/1/2012	1	0
815012031	43122049	999486	6	11407	3	15	1/1/2005	2/1/2007	1	0
118633870	5276585	134066	6	400	3	12	1/1/1998	6/1/2000	1	0
317507518	7836603	-9	7	18	8	-9	5/1/1996	8/1/1999	1	0
716443745	98276081	83367	2	36	4	-9	5/1/2009	5/1/2012	1	0
819578510	137095044	2275179	4	1102	3	18	10/1/2012	2/1/2013	1	0
192397039	735833	145411	2	1838	6	25	1/1/2009	12/1/2014	1	0
268516262	74483013	401636	2	3	4	6	3/1/2011	9/1/2013	1	0
1068732561	233185615	88162	2	5200	2	-9	9/1/2013	5/1/2014	1	0
741062815	139102441	3497	3	6498	2	10	6/1/2012	8/1/2012	1	0
278538499	3082068	159721	8	205	3	7	9/1/1997	5/1/1998	1	0
120280517	2538153	44330	3	5649	4	25	10/1/1997	3/1/2008	1	0
976203414	1135389	81271	7	990	4	22	1/1/2001	12/1/2002	1	0
310062292	51317312	252105	3	316	4	6	9/1/2010	6/1/2012	1	0
967671658	40851768	145411	1	3205	6	12	5/1/2013	9/29/2014	1	0
1158971702	39717202	145411	1	11175	3	10	1/1/2014	9/29/2014	1	0
1269065126	9991348	145411	1	940	4	13	5/1/2014	9/29/2014	1	0
109793272	4368489	64364	2	45	5	12	9/1/2007	10/1/2011	1	0
464673838	32126010	145411	2	4324	4	25	10/1/2011	12/1/2012	1	0
437707073	30914427	145411	3	5784	4	25	9/1/2011	6/1/2012	1	0
128727375	10682287	192294	3	1272	4	25	1/1/2005	12/1/2007	1	0
1184641934	22867018	145411	1	22848	3	8	2/1/2014	9/29/2014	1	0
1173912317	72898721	-9	8	4116	6	20	1/1/2008	12/1/2011	1	0
231917799	26502208	161089	8	14368	4	14	1/1/2000	8/1/2000	1	0
736683229	75491088	32851	2	651	3	8	6/1/2012	7/1/2014	1	0
95241625	55877196	3408	1	40	2	61	6/1/2010	1/1/2006	0	1
126127653	8874274	68406	3	39	4	8	2/1/2004	7/1/2009	1	0
108922568	5675289	-9	10	25	3	3	1/1/1995	12/1/1996	1	0
127219896	11781361	45203	4	3155	5	16	4/1/2007	7/1/2010	1	0
741268174	193297647	-9	9	3815	3	26	5/1/2012	5/1/2013	1	0
231686847	213069	145411	3	20648	4	22	11/1/2009	6/1/2011	1	0
1077821878	20900208	3305279	2	7001	7	16	4/1/2013	4/1/2014	1	0
501412673	160659194	-9	7	6699	2	-9	6/1/2009	8/1/2009	1	0
134608052	14217147	-9	4	5816	10	12	8/1/2004	3/1/2010	1	0
1212097491	79212189	145411	1	39	4	8	3/1/2014	9/29/2014	1	0
140427276	17833828	8538	3	6649	5	25	12/1/2008	12/1/2011	1	0
985887960	34633755	145411	1	33	5	20	6/1/2013	9/29/2014	1	0
846508576	220179555	145411	1	20	4	25	12/1/2012	9/29/2014	1	0
846560823	44242084	2238721	1	9	3	8	11/1/2012	9/29/2014	1	0
200584153	6305052	-9	7	20	4	25	6/1/2005	12/1/2006	1	0
257723390	65252204	145411	3	7679	3	2	3/1/2010	2/1/2012	1	0
955888096	76883866	767141	2	6263	4	24	3/1/2013	1/1/2014	1	0
246182969	13300182	145411	1	5759	6	25	2/1/2010	9/29/2014	1	0
745772788	194213016	-9	4	20	4	25	5/1/2007	7/1/2008	1	0
277999590	34108499	73845	5	11899	3	26	5/1/2010	8/1/2010	1	0
1004384377	18294139	145411	1	2044	4	19	7/1/2013	9/29/2014	1	0
115052778	578563	34580	4	7513	4	22	10/1/2003	5/1/2007	1	0
414904562	1844299	-9	6	66	3	2	1/1/1993	12/1/1999	1	0
475490110	152975687	146226	3	13425	4	26	8/1/2010	2/1/2012	1	0
885870015	207700370	145411	1	264	3	22	2/1/2013	9/29/2014	1	0
246960472	58528493	-9	10	-9	-9	-9	8/1/2009	12/1/2009	1	0
247775128	41779985	145850	3	9114	5	16	1/1/2010	9/1/2011	1	0
430019560	135915513	-9	10	2844	4	25	12/1/2008	12/1/2009	1	0
486107405	51214481	73742	6	19145	4	7	6/1/2006	8/1/2006	1	0
131838452	13836448	-9	3	32	3	8	6/1/1996	9/1/1999	1	0
122088472	1221071	5675	5	174	5	8	10/1/2006	8/1/2010	1	0
993883213	37402540	145411	1	32	3	8	6/1/2013	9/29/2014	1	0
251631213	7142453	80730	3	4795	5	26	5/1/2006	1/1/2010	1	0
233301303	21489851	145411	2	39	4	8	12/1/2009	3/1/2012	1	0
114597548	6200978	79318	6	16926	5	1	4/1/2006	3/1/2007	1	0
963816995	22301824	3265985	2	593	4	7	4/1/2013	9/29/2014	1	0
1217419338	107146600	145411	1	5097	4	26	3/1/2014	9/29/2014	1	0
1088190861	23545878	145411	1	2044	4	19	10/1/2013	9/29/2014	1	0
121180022	4095939	6132	4	5522	4	20	11/1/2007	5/1/2008	1	0
1270269273	58645537	145411	1	565	7	25	1/1/2014	9/29/2014	1	0
161478688	27330244	72467	8	91	3	12	1/1/1998	12/1/1999	1	0
218034399	3968643	81955	6	1981	3	18	8/1/2002	3/1/2007	1	0
686314229	64713601	1176059	4	2315	4	24	10/1/2011	2/1/2012	1	0
375166794	21636028	145411	6	6535	5	13	4/1/2011	9/29/2014	1	0
455531092	71450621	145411	3	5759	4	25	10/1/2011	1/1/2013	1	0
214927994	3516889	-9	6	7007	4	25	7/1/1995	5/1/1998	1	0
321473484	8832859	78144	2	1082	3	18	11/1/2010	11/1/2012	1	0
458820364	93255263	861946	7	2433	3	4	8/1/2011	10/1/2011	1	0
111234933	5893948	-9	7	29	4	-9	6/1/2005	2/1/2006	1	0
468909845	61073731	49935	2	5570	5	25	11/1/2011	7/1/2013	1	0
149338527	28459906	66971	2	932	3	22	8/1/2007	10/1/2011	1	0
479468458	42102783	46596	5	15131	2	12	1/1/2006	12/1/2009	1	0
119265858	958471	68097	4	9007	4	19	6/1/2006	8/1/2006	1	0
139184719	19109533	13559	5	21	3	13	1/1/2004	6/1/2008	1	0
755032628	140102530	30781	2	80	3	10	6/1/2012	3/1/2014	1	0
274311058	76514823	6816	9	1136	3	1	8/1/2003	6/1/2005	1	0
1186669707	156119952	145411	1	2080	4	19	2/1/2014	9/29/2014	1	0
736110835	162118417	145411	3	4171	2	8	9/1/2012	12/1/2012	1	0
650344090	119393315	29254	7	99	3	26	12/1/2003	2/1/2005	1	0
110924472	3067504	-9	8	9	3	8	3/1/1994	6/1/1996	1	0
155797613	13659791	-9	7	414	2	2	11/1/2005	5/1/2008	1	0
918263863	15477897	145411	1	174	5	8	3/1/2013	9/29/2014	1	0
925660231	117270654	147762	2	1811	2	-9	8/1/2010	5/1/2014	1	0
115794099	649161	3908784	5	103	9	9	1/1/2000	11/1/2006	1	0
856610720	218730145	43485	3	13	2	-9	9/1/2011	12/1/2011	1	0
118287089	6567361	138025	4	67	3	13	9/1/2002	5/1/2004	1	0
1116454518	84851480	158165	4	472	3	25	10/1/2013	11/1/2013	1	0
685877680	30786615	145411	1	39	4	8	1/1/2012	9/29/2014	1	0
215542955	46237211	75965	4	15484	3	-9	6/1/2004	3/1/2008	1	0
408985304	15177052	145411	3	1392	5	20	7/1/2011	4/1/2013	1	0
303774967	11658281	32851	3	84	3	-9	9/1/2010	2/1/2011	1	0
1224548428	139244390	145411	1	1546	3	25	4/1/2014	9/29/2014	1	0
841807018	29814165	145411	1	6750	4	12	12/1/2012	9/29/2014	1	0
683178656	122744632	-9	4	1399	3	13	12/1/2010	4/1/2013	1	0
931566488	187910242	145379	7	15882	5	13	6/1/2004	8/1/2008	1	0
1020489530	109778178	153324	2	660	3	25	9/1/2013	9/1/2014	1	0
936184909	39454712	145411	1	1586	4	8	4/1/2013	9/29/2014	1	0
467147396	6934893	145411	1	6940	5	19	11/1/2011	9/29/2014	1	0
962736655	1619314	145411	1	50	5	-9	5/1/2013	9/29/2014	1	0
142768264	23510100	5358	3	196	4	1	1/1/2007	6/1/2008	1	0
787190801	113980	145411	1	1387	4	25	2/1/2011	9/29/2014	1	0
227073979	55707829	-9	4	105	6	12	8/1/1999	3/1/2004	1	0
1369934677	3764367	145411	1	27	5	19	9/1/2014	9/29/2014	1	0
406331561	127969368	85684	4	28	5	18	8/1/2005	6/1/2009	1	0
1340542116	22387738	145411	1	15471	5	15	8/1/2014	9/29/2014	1	0
1253524795	63601839	145411	1	5541	6	13	5/1/2014	9/29/2014	1	0
280878391	1382615	146226	3	393	5	15	6/1/2010	3/1/2011	1	0
1037360985	152999846	145411	2	11246	4	15	8/1/2013	3/1/2014	1	0
108092404	1231	-9	4	550	3	13	1/1/1999	4/1/2000	1	0
253893850	68702063	158165	4	651	3	8	7/1/2009	6/1/2010	1	0
1085410274	228627716	-9	3	74	3	24	9/1/2013	12/1/2013	1	0
1312074297	108572057	145411	1	29	4	-9	7/1/2014	9/29/2014	1	0
497199097	59450163	246833	2	41	3	8	12/1/2011	9/29/2014	1	0
352324926	26103620	-9	4	20	4	25	9/1/2002	12/1/2004	1	0
114461932	6190162	-9	10	90	6	3	9/1/2001	7/1/2007	1	0
724242069	186153729	-9	6	42	5	4	2/1/2009	5/1/2011	1	0
112524712	1808466	146987	7	119	6	4	1/1/2005	10/1/2005	1	0
1157915254	3721447	145411	1	11055	4	12	1/1/2012	9/29/2014	1	0
129555098	7951502	134820	5	2497	3	24	8/1/2006	12/1/2006	1	0
358735832	53613770	7657	5	7039	2	24	1/1/2007	12/1/2007	1	0
117745017	3747479	41051	8	920	5	25	1/1/1989	12/1/1999	1	0
649320019	95387062	80771	4	21637	2	15	8/1/2011	5/1/2012	1	0
258312720	70494002	79469	6	11138	5	18	10/1/2003	10/1/2007	1	0
505566099	70624011	145411	2	113	4	24	1/1/2012	10/1/2013	1	0
1254455482	2831004	145411	1	6754	4	13	5/1/2014	9/29/2014	1	0
248724585	66682668	435749	5	11257	3	25	8/1/2008	7/1/2009	1	0
327692579	592094	145411	1	1586	4	8	12/1/2010	9/29/2014	1	0
659260984	91288173	2304688	2	13	2	-9	1/1/2012	4/1/2012	1	0
208409239	28915310	-9	5	1058	4	19	8/1/2008	4/1/2010	1	0
637497736	90231991	26576	3	17110	4	7	1/1/2011	6/1/2012	1	0
272006759	2153355	145411	2	39	4	8	5/1/2010	9/29/2014	1	0
418988397	79605040	145557	4	9490	4	25	1/1/2011	2/1/2012	1	0
160711981	18586189	156811	6	44	3	-9	1/1/2004	1/1/2005	1	0
1174318333	118706372	155832	8	271	3	12	1/1/2005	12/1/2006	1	0
229651668	59246510	1354652	3	901	5	4	11/1/2008	4/1/2011	1	0
146249603	21503440	-9	9	18046	3	22	5/1/2006	8/1/2006	1	0
1016419335	79125483	145411	2	197	4	24	7/1/2013	9/1/2014	1	0
1358951395	385562	145411	1	1586	4	8	8/1/2014	9/29/2014	1	0
198983478	3717812	43124	5	15560	4	26	1/1/2005	12/1/2007	1	0
267012630	6766164	158165	4	19	6	25	6/1/2006	9/1/2007	1	0
495558028	92238687	-9	5	1209	3	16	5/1/2005	11/1/2005	1	0
1299832716	53171247	145411	1	2044	4	19	6/1/2014	9/29/2014	1	0
455424220	96503482	-9	6	1550	3	26	8/1/2010	12/1/2010	1	0
126626180	8956437	-9	5	997	4	15	8/1/2006	12/1/2006	1	0
409608593	4454856	145411	2	39	4	8	7/1/2011	6/1/2013	1	0
1364198785	13793374	145411	1	6411	4	25	9/1/2014	9/29/2014	1	0
205795188	51198514	929621	3	118	4	25	8/1/2009	1/1/2011	1	0
637703628	6617256	167396	2	1070	3	21	1/1/2012	1/1/2014	1	0
1126936119	71084228	-9	2	145	8	18	7/1/2012	9/29/2014	1	0
357454728	20903005	8843	4	11	4	25	3/1/2011	6/1/2012	1	0
294425229	32922322	155331	5	87	4	12	5/1/2010	7/1/2011	1	0
110734700	1647509	158165	3	1765	4	25	10/1/2007	5/1/2008	1	0
332399395	13408096	69512	7	3234	3	25	4/1/2001	6/1/2004	1	0
452253585	41503410	69961	3	10977	4	25	5/1/2011	8/1/2012	1	0
1210673305	4674060	145411	1	456	4	8	3/1/2014	9/29/2014	1	0
255907439	20815962	156703	5	215	3	20	7/1/2009	8/1/2010	1	0
413925698	131120580	145411	1	4817	3	18	?	9/29/2014	1	0
347841502	103432671	79469	6	3962	4	25	1/1/2005	12/1/2007	1	0
119226184	969104	157164	9	18305	4	25	1/1/2000	12/1/2004	1	0
497550331	13530101	5280	3	214	4	6	9/1/2008	5/1/2012	1	0
119232905	5300161	-9	2	103	10	9	5/1/2005	1/1/2010	1	0
249543425	67002088	961486	2	204	5	25	5/1/2010	2/1/2012	1	0
148726105	26923923	39664	3	938	4	25	10/1/2006	3/1/2012	1	0
949098295	9296205	145411	1	20545	5	25	4/1/2013	9/29/2014	1	0
851263997	10261082	145411	2	39	4	8	1/1/2013	2/1/2014	1	0
1242100961	259174626	145411	1	164	3	26	4/1/2014	9/29/2014	1	0
324940992	14116396	156556	4	1174	4	24	12/1/2010	5/1/2012	1	0
114505928	6213290	83367	5	7563	4	3	2/1/2007	6/1/2009	1	0
842968749	16101836	145411	2	1232	4	6	9/1/2012	3/1/2013	1	0
1209253280	255910225	-9	3	1981	3	18	1/1/2010	12/1/2011	1	0
212468344	18672219	153805	8	1721	3	26	9/1/2006	2/1/2007	1	0
921642262	18499855	145411	2	22208	4	25	9/1/2012	4/1/2014	1	0
111802454	290719	1039220	5	162	8	-9	11/1/2007	1/1/2013	1	0
219516367	55430692	159367	4	13050	4	13	6/1/2010	10/1/2010	1	0
870417623	173521344	58262	5	1273	4	12	6/1/2008	1/1/2009	1	0
1229409310	11234493	145411	1	1478	5	25	4/1/2014	9/29/2014	1	0
1275343840	100670568	18649	6	650	3	25	1/1/2006	12/1/2007	1	0
341854242	101861900	-9	5	103	10	9	1/1/2003	6/1/2006	1	0
266794914	73883802	83118	5	91	4	25	3/1/2008	4/1/2010	1	0
329503559	88811468	82666	6	2344	4	26	1/1/2011	7/1/2011	1	0
970248867	152146860	252935	5	12905	6	5	7/1/2010	6/1/2011	1	0
733084087	79378633	145411	3	5784	4	25	3/1/2013	7/1/2013	1	0
862468684	1443359	145411	2	16	7	-9	8/1/2012	9/29/2014	1	0
122131469	8401773	160399	7	2218	5	25	8/1/2008	12/1/2009	1	0
262293010	3056252	158894	4	4995	3	8	1/1/2001	12/1/2007	1	0
116286838	3605430	1928	5	14349	4	6	6/1/2005	1/1/2007	1	0
115436982	3521464	156811	3	990	4	22	1/1/2007	1/1/2008	1	0
108483662	5633836	3497	4	-9	-9	-9	1/1/2005	12/1/2005	1	0
66544510	20365681	7952	1	124	3	42	6/1/2004	1/1/2003	0	1
118656563	5240687	-9	12	21	3	13	1/1/1986	12/1/1990	1	0
112861382	379259	156701	6	6693	3	16	1/1/2005	12/1/2010	1	0
1229137526	18492124	145411	1	9	3	8	4/1/2014	9/29/2014	1	0
116080227	2153479	137430	6	301	4	8	10/1/2003	3/1/2008	1	0
1027792666	149164237	73859	6	379	3	15	10/1/2012	3/1/2013	1	0
908338711	7818822	145411	3	13645	7	25	1/1/2012	7/1/2012	1	0
458503205	146952836	-9	3	201	4	5	6/1/2011	8/1/2011	1	0
717043024	86568225	376367	2	13	3	8	5/1/2012	8/1/2012	1	0
734269730	10650944	826718	9	120	5	20	1/1/2002	12/1/2003	1	0
482055159	523193	-9	7	51	4	24	1/1/1995	12/1/1996	1	0
293062079	49475798	-9	7	76	3	2	9/1/2009	10/1/2011	1	0
771247063	4961600	159367	3	8936	4	25	8/1/2012	5/1/2013	1	0
1085987810	176812950	51310	2	2531	4	24	8/1/2013	9/29/2014	1	0
279062681	17146092	145164	2	10452	4	13	6/1/2010	9/1/2011	1	0
363505204	43988704	455270	2	23	3	-9	3/1/2011	4/1/2014	1	0
1100861100	299594437	6303	4	246	3	25	9/1/2008	2/1/2009	1	0
343042370	102394344	3712515	3	55	4	-9	1/1/2010	12/1/2011	1	0
1156653744	739825	145411	1	4639	5	25	1/1/2014	9/29/2014	1	0
1213880620	3366685	10064	9	9642	3	8	7/1/1995	3/1/1996	1	0
128647938	11900730	145411	1	2286	5	25	9/1/2008	9/29/2014	1	0
109114461	1491597	153541	4	665	4	3	7/1/2006	5/1/2010	1	0
113067782	4698054	156811	6	1510	3	22	1/1/2007	4/1/2008	1	0
278140397	7180131	152563	3	39	4	8	2/1/2010	9/1/2010	1	0
1184674478	214942133	145411	1	765	4	6	1/1/2014	9/29/2014	1	0
834748218	201869620	17025	5	134	4	25	2/1/2005	5/1/2007	1	0
504543575	47702243	145411	3	14	5	25	1/1/2012	3/1/2013	1	0
293898745	62418608	145411	1	39	4	8	8/1/2010	9/29/2014	1	0
126929275	84523281	8782	1	-9	-9	-9	?	1/1/2008	0	1
180415810	42829229	-9	4	20	4	25	8/1/2008	9/1/2011	1	0
1332379866	77506998	145411	1	6535	5	13	8/1/2014	9/29/2014	1	0
1146066996	110019654	145411	1	5759	4	25	1/1/2014	9/29/2014	1	0
351673632	92658770	158925	5	22	4	6	6/1/2010	9/1/2012	1	0
725252920	117512211	158165	3	13594	3	12	6/1/2012	9/1/2013	1	0
1031352961	94012974	145411	1	12931	4	25	8/1/2013	9/29/2014	1	0
112321168	5987844	362099	5	715	4	25	4/1/2003	8/1/2005	1	0
237744056	29010080	358467	5	3	4	6	4/1/2006	2/1/2007	1	0
1067911909	3675817	68097	2	15633	5	12	9/1/2013	2/1/2014	1	0
1300636355	158279557	145411	1	20620	3	13	6/1/2014	9/29/2014	1	0
717755082	174702325	2651824	2	58	3	3	5/1/2012	8/1/2013	1	0
227119780	31353806	145222	3	345	2	-9	8/1/2004	11/1/2009	1	0
138299218	17643216	272052	7	223	4	25	1/1/2003	12/1/2005	1	0
297769406	45223245	313852	2	8165	4	25	8/1/2011	6/1/2012	1	0
1229003412	238640009	145411	1	66	3	2	4/1/2014	9/29/2014	1	0
465651079	36285156	342136	2	18	9	-9	5/1/2010	9/29/2014	1	0
1293048918	1305101	3465394	1	916	9	10	5/1/2014	9/29/2014	1	0
177045994	40917586	39640	5	21917	4	24	5/1/2006	1/1/2008	1	0
109649956	2953524	73702	8	20	4	25	5/1/2003	5/1/2004	1	0
424972427	29488215	145411	3	20	4	25	8/1/2011	12/1/2012	1	0
1349929536	89518035	-9	3	9	3	8	5/1/2013	8/1/2013	1	0
148669878	31773123	6878	5	869	4	10	12/1/2007	4/1/2009	1	0
365047248	105513814	207083	4	4865	4	22	7/1/2008	3/1/2011	1	0
135103091	17061133	10592	3	17005	7	25	1/1/2001	12/1/2008	1	0
1077596022	43557488	145411	1	9218	4	15	10/1/2013	9/29/2014	1	0
724250327	51059118	145411	2	9	3	8	8/1/2012	3/1/2014	1	0
739623225	16293316	4443	3	129	4	25	5/1/2012	8/1/2013	1	0
128719082	11914376	62599	3	250	5	3	1/1/2006	12/1/2010	1	0
698113401	69038339	151601	4	908	4	4	5/1/2012	7/1/2012	1	0
108631719	5648068	79318	3	376	4	13	8/1/2006	11/1/2010	1	0
715131200	186272591	49498	3	13	2	-9	5/1/2012	8/1/2012	1	0
146894013	22388996	145360	5	1667	4	13	7/1/2006	6/1/2009	1	0
158641644	6564303	39461	3	192	6	10	1/1/2008	2/1/2010	1	0
140093260	19192703	1321	5	21	3	24	1/1/2008	4/1/2008	1	0
123322641	7069493	73556	6	71	3	13	6/1/2004	6/1/2006	1	0
160534872	5620881	5794	3	16677	3	12	10/1/2004	7/1/2011	1	0
710353141	53801969	330602	4	355	4	7	10/1/2008	3/1/2009	1	0
1139332339	11419373	145411	1	5759	4	15	10/1/2013	9/29/2014	1	0
252212041	8469757	134878	6	59	3	13	2/1/2010	12/1/2010	1	0
730243330	72507689	145411	2	11950	3	24	5/1/2012	9/1/2013	1	0
251613724	18539354	83331	9	5775	3	26	3/1/1998	6/1/2000	1	0
146182964	21463144	83367	2	8631	6	8	4/1/2002	7/1/2012	1	0
464704926	96544256	-9	3	2199	4	12	9/1/2011	5/1/2012	1	0
1379462764	6732537	145411	1	22848	4	8	9/1/2014	9/29/2014	1	0
259311218	70085276	-9	8	36	4	-9	12/1/2004	12/1/2006	1	0
367820242	15171193	156701	3	2369	4	19	3/1/2006	1/1/2012	1	0
305830873	30293285	8509	5	16499	3	25	6/1/2007	3/1/2008	1	0
1247229078	105695870	145411	1	12453	4	25	5/1/2014	9/29/2014	1	0
303894533	53927068	159206	4	427	3	22	8/1/2010	12/1/2010	1	0
312413365	8709054	80700	12	2333	3	22	2/1/2007	5/1/2007	1	0
1378868126	19855061	145411	1	17902	5	13	9/1/2014	9/29/2014	1	0
710813209	91875709	22022	4	613	3	24	1/1/2012	5/1/2012	1	0
111365259	1703029	1039319	2	18000	4	5	7/1/2006	3/1/2014	1	0
158219340	7855015	-9	8	25	3	3	5/1/1998	4/1/1999	1	0
120851232	5454962	50500	8	288	4	24	9/1/2001	2/1/2003	1	0
799174422	68438973	156811	3	9566	4	25	11/1/2012	4/1/2014	1	0
905152905	216466073	44526	6	6827	2	20	8/1/2007	8/1/2007	1	0
1057625862	111850076	145411	2	1456	5	10	9/1/2013	9/29/2014	1	0
501238474	7621476	135441	8	236	3	14	7/1/1999	6/1/2000	1	0
1057102501	64466512	532016	2	2510	4	6	3/1/2013	9/29/2014	1	0
1067047494	22793122	-9	2	4748	10	14	1/1/2013	9/29/2014	1	0
1312895861	136931796	-9	2	34	3	2	7/1/2014	7/1/2014	1	0
1173914951	48085657	145411	4	696	3	26	2/1/2014	4/1/2014	1	0
803123458	1689203	3220034	2	103	10	9	9/1/2009	3/1/2014	1	0
922300624	24850403	158894	3	4040	4	26	3/1/2013	4/1/2014	1	0
346158136	44246635	74053	5	2046	6	15	10/1/2010	3/1/2011	1	0
125013735	7320444	138628	5	85	5	18	9/1/2002	2/1/2006	1	0
736116095	191769908	3200356	5	6607	3	26	10/1/2009	1/1/2013	1	0
1204182431	21308332	145411	1	787	4	12	3/1/2014	9/29/2014	1	0
114897790	548807	-9	2	1	10	9	2/1/2002	9/29/2014	1	0
359646582	11155181	2007602	4	13371	3	13	2/1/2011	6/1/2012	1	0
1262408872	44445728	145411	1	6411	4	25	5/1/2014	9/29/2014	1	0
203550005	40986779	-9	5	8081	4	13	12/1/2008	8/1/2009	1	0
249557108	1628864	6029	11	166	2	-9	7/1/1996	8/1/1996	1	0
279707579	78575858	158925	5	19704	5	21	12/1/2005	5/1/2010	1	0
1243514465	306879348	145411	1	3376	4	25	4/1/2014	9/29/2014	1	0
776113788	153857937	-9	2	7864	5	18	4/1/2012	6/1/2013	1	0
135281014	14297945	83367	7	8631	3	8	6/1/2007	12/1/2007	1	0
726695375	18429773	159367	4	2844	4	25	6/1/2012	9/1/2012	1	0
725445574	105131085	156811	4	51	4	24	6/1/2012	1/1/2013	1	0
394008415	122933487	103167	4	24	3	-9	6/1/2010	2/1/2012	1	0
366180316	18249697	145411	2	1456	5	10	3/1/2011	12/1/2012	1	0
1210077314	71113892	145411	1	1075	5	18	3/1/2014	9/29/2014	1	0
1216680861	1732402	145411	1	3715	5	25	3/1/2014	9/29/2014	1	0
252917729	67955027	-9	5	2124	4	24	3/1/2008	9/1/2008	1	0
834691996	703119	2741391	1	162	8	-9	2/1/2014	9/29/2014	1	0
482775033	11458163	4249	4	8704	5	25	10/1/2005	2/1/2007	1	0
376277426	86049424	44552	5	1269	3	26	6/1/2010	1/1/2011	1	0
927463533	37734822	20950	3	495	3	12	3/1/2013	8/1/2013	1	0
360391941	109255231	10887	6	237	3	25	9/1/2008	5/1/2011	1	0
683453722	89528563	-9	2	5450	3	1	3/1/2012	10/1/2012	1	0
831343100	162093390	145411	1	3378	5	26	11/1/2012	9/29/2014	1	0
812255197	191190780	389385	5	25	3	3	5/1/2011	8/1/2011	1	0
319657165	93951502	87567	6	618	4	25	10/1/2005	10/1/2006	1	0
1085901299	4432203	145411	1	39	4	8	10/1/2013	9/29/2014	1	0
238860199	34900710	50923	5	4379	4	10	5/1/2009	8/1/2009	1	0
159583236	21462134	66487	3	3964	2	24	5/1/2004	11/1/2008	1	0
1185412810	187513080	34803	3	1493	4	20	9/1/2013	4/1/2014	1	0
754875694	71291940	-9	3	18964	3	13	7/1/2011	10/1/2012	1	0
176688844	4721002	39024	5	749	4	16	1/1/2004	12/1/2005	1	0
157681659	33680990	986894	6	1585	3	25	6/1/2004	9/1/2004	1	0
780810193	4378988	75437	7	1167	4	10	1/1/2001	4/1/2003	1	0
110175364	160292	83331	4	26	5	15	1/1/2003	12/1/2005	1	0
122303456	4182405	156940	6	815	4	12	1/1/2003	2/1/2006	1	0
295870617	50013971	52704	6	9370	4	13	12/1/2009	4/1/2010	1	0
374448462	15462799	226765	3	175	6	25	3/1/2011	3/1/2012	1	0
1273435091	65651239	145411	1	3114	4	3	6/1/2014	9/29/2014	1	0
287330483	1172248	-9	6	74	3	24	8/1/2000	5/1/2001	1	0
